EXECUTIONID,ABSTRACTIONID,ACTIONID,ARENAID,SHEETID,SYSTEMID,VARIANTID,ADAPTERID,X,Y,TYPE,VALUE,RAWVALUE,VALUETYPE,LASTMODIFIED,EXECUTIONTIME
471fb178-e575-4133-bca6-1962c2d507ff,Task80,,execute,80.xlsx,feb2a26228d0ea840e8873f2cd05a1ee,original,"('tetrahedral_number', 'tetrahedral_number', 0)",-1,2,metrics_covered_lines_in_function_ratio,100.0,100.0,<class 'float'>,"(datetime.datetime(2024, 9, 13, 12, 28, 30, 776000), 0)",-1
2936d273-898c-4b6d-9360-04650af560c9,Task8,,execute,8.xlsx,562286dcbbd409d0318a556a81e60e7e,original,"('square_nums', 'square_nums', 0)",1,9,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 25, 47, 587000), 0)",-1
9303de7c-985e-455f-ae28-8775fa82e112,Task3,,execute,3.xlsx,d856fe679323c194064ffb64e29ed2d1,original,"('is_not_prime', 'is_not_prime', 0)",0,1,value,False,False,<class 'bool'>,"(datetime.datetime(2024, 9, 13, 12, 25, 30, 93000), 0)",253
80bd3d8a-f0fa-47d4-ad5b-3ebd805b76ef,Task77,,execute,77.xlsx,7a48daeaf6b5407031c580db2df839ef,original,"('is_Diff', 'is_Diff', 0)",-1,3,metrics_covered_branches_in_function,0,0,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 18, 881000), 0)",-1
fa010557-9131-46bd-9e42-5ef4b458cb65,Task56,,execute,56.xlsx,a9c24c90c6758b27462a8d46dffb1794,original,"('check', 'check', 0)",-1,1,metrics_all_lines_in_file,2360,2360,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 36, 434000), 0)",-1
a7ed1d03-0f93-42fe-af77-7104d458cb4f,Task66,,execute,66.xlsx,3c3295cef0ef9d320de07d90662e22d9,original,"('pos_count', 'pos_count', 0)",1,6,op,pos_count,pos_count,function,"(datetime.datetime(2024, 9, 13, 12, 27, 28, 329000), 0)",141
fb72fcfa-dcee-40ef-9c5d-986b39d5fc1b,Task12,,execute,12.xlsx,None,original,"('create', 'createPythonObject', 0)",4,5,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 56, 366000), 0)",-1
17c27553-3164-4123-8636-65ee21f0692d,Task57,,execute,57.xlsx,5cfb4e23d1444db4a6eca304fcefc0d6,original,"('find_Max_Num', 'find_Max_Num', 0)",-1,2,metrics_all_lines_in_function,6,6,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 43), 0)",-1
91cd883e-3db2-44b7-9604-d3b6e88eedcb,Task63,,execute,63.xlsx,None,original,"('create', 'createPythonObject', 0)",1,4,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 27, 11, 348000), 0)",-1
d44c2942-79f9-4494-9610-62d081360c0e,Task6,,execute,6.xlsx,oracle,oracle,oracle,0,2,oracle,False,False,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 25, 43, 125000), 0)",-1
f0338883-816d-4e31-bb40-ba498f1f5652,Task71,,execute,71.xlsx,None,original,"('create', 'createPythonObject', 0)",4,2,input_value,15,15,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 57, 338000), 0)",-1
2936d273-898c-4b6d-9360-04650af560c9,Task8,,execute,8.xlsx,None,original,"('create', 'createPythonObject', 0)",10,1,input_value,8,8,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 47, 584000), 0)",-1
05d67350-cc45-41fa-aec1-6216b02e55a7,Task75,,execute,75.xlsx,None,original,"('create', 'createPythonObject', 0)",1,16,op,create,create,function,"(datetime.datetime(2024, 9, 13, 12, 28, 13, 892000), 0)",-1
bb94fa25-9bfd-41e0-9fac-b50f11a53c50,Task2,,execute,2.xlsx,c7234eb2c9feeb4de4561b5d9d5dcc84,original,"('similar_elements', 'similar_elements', 0)",2,4,input_value,-,-,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 25, 24, 693000), 0)",-1
2056384a-e637-4681-b760-dda612a9a0cd,Task74,,execute,74.xlsx,c2c26f364a152e5f2b73f1851a6e7048,original,"('is_samepatterns', 'is_samepatterns', 0)",3,6,input_value,"['red', 'green'","['red', 'green', 'greenn']",<class 'list'>,"(datetime.datetime(2024, 9, 13, 12, 28, 7, 317000), 0)",-1
25fd18e8-80c0-4408-bba2-3578181c0360,Task58,,execute,58.xlsx,45899003e6e468b51c733eb7daaa1eaf,original,"('opposite_Signs', 'opposite_Signs', 0)",-1,4,metrics_covered_branches_in_function,0,0,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 49, 694000), 0)",-1
05d67350-cc45-41fa-aec1-6216b02e55a7,Task75,,execute,75.xlsx,130bab9304c6912932299f84d4eac774,original,"('find_tuples', 'find_tuples', 0)",-1,12,metrics_covered_lines_in_file,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 13, 888000), 0)",-1
2056384a-e637-4681-b760-dda612a9a0cd,Task74,,execute,74.xlsx,None,original,"('create', 'createPythonObject', 0)",2,4,input_value,python.List,python.List,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 28, 7, 316000), 0)",-1
77a9f0f0-ed69-4652-8d41-b1eb0378da51,Task64,,execute,64.xlsx,None,original,"('create', 'createPythonObject', 0)",1,19,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 27, 16, 600000), 0)",-1
01ce2038-39bc-4d92-a834-2d271ff4e215,Task18,,execute,18.xlsx,ea034c93c68df740c4c60f628076677f,original,"('remove_dirty_chars', 'remove_dirty_chars', 0)",1,2,adaptation_instruction,ParameterTypeCo,"ParameterTypeConversion: ['Any', 'tring_(Any']
",AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 26, 18, 440000), 0)",-1
17c27553-3164-4123-8636-65ee21f0692d,Task57,,execute,57.xlsx,5cfb4e23d1444db4a6eca304fcefc0d6,original,"('find_Max_Num', 'find_Max_Num', 0)",1,2,op,find_Max_Num,find_Max_Num,function,"(datetime.datetime(2024, 9, 13, 12, 26, 43), 0)",208
d44c2942-79f9-4494-9610-62d081360c0e,Task6,,execute,6.xlsx,3657a3483edda41e0c8651e6b8ce4533,original,"('differ_At_One_Bit_Pos', 'differ_At_One_Bit_Pos', 0)",4,4,input_value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 43, 126000), 0)",-1
7d32cdb0-4a1d-458a-9af5-2da3d5d88360,Task59,,execute,59.xlsx,bda09730cc722e2e690280dccf9da96a,original,"('is_octagonal', 'is_octagonal', 0)",-1,1,metrics_all_branches_in_file,1153,1153,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 54, 700000), 0)",-1
bb94fa25-9bfd-41e0-9fac-b50f11a53c50,Task2,,execute,2.xlsx,c7234eb2c9feeb4de4561b5d9d5dcc84,original,"('similar_elements', 'similar_elements', 0)",-1,4,metrics_covered_lines_in_function,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 24, 693000), 0)",-1
e2ac1971-9bd0-47df-940f-d0dfb30db9e4,Task72,,execute,72.xlsx,a2faa1d518c16c13bd976c0060d6a218,original,"('dif_Square', 'dif_Square', 0)",-1,2,metrics_covered_lines_in_function,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 2, 532000), 0)",-1
a7ed1d03-0f93-42fe-af77-7104d458cb4f,Task66,,execute,66.xlsx,oracle,oracle,oracle,0,4,oracle,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 28, 328000), 0)",-1
2936d273-898c-4b6d-9360-04650af560c9,Task8,,execute,8.xlsx,None,original,"('create', 'createPythonObject', 0)",3,5,input_value,100,100,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 47, 586000), 0)",-1
6f8ecc10-a9a9-48ee-869a-ba254e25eaa2,Task20,,execute,20.xlsx,oracle,oracle,oracle,0,2,oracle,False,False,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 26, 29, 996000), 0)",-1
8e4852e7-e6f1-484f-8f65-58c9009fc640,Task4,,execute,4.xlsx,3d848f4d11abcd6ce3a989b52fb75da9,original,"('heap_queue_largest', 'heap_queue_largest', 0)",-1,5,metrics_covered_lines_in_function,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 35, 225000), 0)",-1
01ce2038-39bc-4d92-a834-2d271ff4e215,Task18,,execute,18.xlsx,ea034c93c68df740c4c60f628076677f,original,"('remove_dirty_chars', 'remove_dirty_chars', 0)",-1,1,metrics_all_lines_in_function,12,12,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 18, 440000), 0)",-1
070b0f41-8841-463c-9208-354a352ad939,Task70,,execute,70.xlsx,None,original,"('create', 'createPythonObject', 0)",0,5,value,"(1, 2, 3)","(1, 2, 3)",<class 'tuple'>,"(datetime.datetime(2024, 9, 13, 12, 27, 50, 738000), 0)",-1
b8903a65-2825-486f-a310-622b0f61f31e,Task65,,execute,65.xlsx,None,original,"('create', 'createPythonObject', 0)",0,7,value,"[7, 10, [15, 14","[7, 10, [15, 14], [19, 41]]",<class 'list'>,"(datetime.datetime(2024, 9, 13, 12, 27, 22, 667000), 0)",-1
80bd3d8a-f0fa-47d4-ad5b-3ebd805b76ef,Task77,,execute,77.xlsx,7a48daeaf6b5407031c580db2df839ef,original,"('is_Diff', 'is_Diff', 0)",3,2,input_value,1212112,1212112,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 18, 879000), 0)",-1
f0338883-816d-4e31-bb40-ba498f1f5652,Task71,,execute,71.xlsx,None,original,"('create', 'createPythonObject', 0)",3,7,input_value,99,99,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 57, 341000), 0)",-1
8e4852e7-e6f1-484f-8f65-58c9009fc640,Task4,,execute,4.xlsx,None,original,"('create', 'createPythonObject', 0)",0,1,value,"[25, 35, 22, 85","[25, 35, 22, 85, 14, 65, 75, 22, 58]",<class 'list'>,"(datetime.datetime(2024, 9, 13, 12, 25, 35, 223000), 0)",-1
e2ac1971-9bd0-47df-940f-d0dfb30db9e4,Task72,,execute,72.xlsx,a2faa1d518c16c13bd976c0060d6a218,original,"('dif_Square', 'dif_Square', 0)",1,2,op,dif_Square,dif_Square,function,"(datetime.datetime(2024, 9, 13, 12, 28, 2, 531000), 0)",143
bb94fa25-9bfd-41e0-9fac-b50f11a53c50,Task2,,execute,2.xlsx,c7234eb2c9feeb4de4561b5d9d5dcc84,original,"('similar_elements', 'similar_elements', 0)",-1,8,metrics_all_lines_in_file,2360,2360,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 24, 695000), 0)",-1
e01d70ca-7d73-4970-bdfa-3bbab824693a,Task67,,execute,67.xlsx,aca814bbb827b6fad42db8e2d8a417b9,original,"('bell_number', 'bell_number', 0)",-1,2,metrics_all_branches_in_file,1153,1153,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 34, 876000), 0)",-1
04f74e1f-7ccf-4220-8b6c-f87f5828e51c,Task16,,execute,16.xlsx,44b79afe266992429a44076a4bf2b532,original,"('text_lowercase_underscore', 'text_lowercase_underscore', 0)",-1,1,metrics_all_lines_in_file,2360,2360,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 7, 486000), 0)",-1
80bd3d8a-f0fa-47d4-ad5b-3ebd805b76ef,Task77,,execute,77.xlsx,7a48daeaf6b5407031c580db2df839ef,original,"('is_Diff', 'is_Diff', 0)",-1,3,metrics_all_branches_in_function,0,0,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 18, 880000), 0)",-1
01d1aa49-f721-4d86-8bf7-db68477d8d08,Task11,,execute,11.xlsx,057ce3cd04c50996892c940eaaa398ec,original,"('remove_Occ', 'remove_Occ', 0)",-1,3,metrics_covered_lines_in_function_ratio,76.470588235294,76.47058823529412,<class 'float'>,"(datetime.datetime(2024, 9, 13, 12, 25, 55, 148000), 0)",-1
8b9c0a70-a6fd-44c5-bcc7-773370724119,Task62,,execute,62.xlsx,None,original,"('create', 'createPythonObject', 0)",3,1,input_value,10,10,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 5, 364000), 0)",-1
6f8ecc10-a9a9-48ee-869a-ba254e25eaa2,Task20,,execute,20.xlsx,b622b9aa07862f986b31efb97507b831,original,"('is_woodall', 'is_woodall', 0)",1,1,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 26, 29, 995000), 0)",-1
05d67350-cc45-41fa-aec1-6216b02e55a7,Task75,,execute,75.xlsx,None,original,"('create', 'createPythonObject', 0)",0,15,value,"(19, 17, 18)","(19, 17, 18)",<class 'tuple'>,"(datetime.datetime(2024, 9, 13, 12, 28, 13, 891000), 0)",-1
d44c2942-79f9-4494-9610-62d081360c0e,Task6,,execute,6.xlsx,3657a3483edda41e0c8651e6b8ce4533,original,"('differ_At_One_Bit_Pos', 'differ_At_One_Bit_Pos', 0)",-1,2,metrics_covered_lines_in_function_ratio,100.0,100.0,<class 'float'>,"(datetime.datetime(2024, 9, 13, 12, 25, 43, 125000), 0)",-1
04f74e1f-7ccf-4220-8b6c-f87f5828e51c,Task16,,execute,16.xlsx,44b79afe266992429a44076a4bf2b532,original,"('text_lowercase_underscore', 'text_lowercase_underscore', 0)",3,2,input_value,aab_Abbbc,aab_Abbbc,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 26, 7, 486000), 0)",-1
5148f65f-17cd-4e16-a135-436f8e0f8bd9,Task69,,execute,69.xlsx,7f1fe83226516d017fe927a3135126d2,original,"('is_sublist', 'is_sublist', 0)",-1,3,metrics_covered_lines_in_function,10,10,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 45, 824000), 0)",-1
d44c2942-79f9-4494-9610-62d081360c0e,Task6,,execute,6.xlsx,3657a3483edda41e0c8651e6b8ce4533,original,"('differ_At_One_Bit_Pos', 'differ_At_One_Bit_Pos', 0)",1,6,op,differ_At_One_B,differ_At_One_Bit_Pos,function,"(datetime.datetime(2024, 9, 13, 12, 25, 43, 128000), 0)",149
8b9c0a70-a6fd-44c5-bcc7-773370724119,Task62,,execute,62.xlsx,0eb54d59cccf5daea0e34df30db2ff74,original,"('smallest_num', 'smallest_num', 0)",1,2,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 27, 5, 364000), 0)",-1
91cd883e-3db2-44b7-9604-d3b6e88eedcb,Task63,,execute,63.xlsx,754dea31111338173ed99217483509ae,original,"('max_difference', 'max_difference', 0)",-1,15,metrics_all_lines_in_file,2360,2360,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 11, 354000), 0)",-1
f121fd99-4422-4ba6-8004-725ceecfb190,Task9,,execute,9.xlsx,4211222121a7d7097e2db683a19f7ce6,original,"('find_Rotations', 'find_Rotations', 0)",-1,1,metrics_covered_lines_in_file,6,6,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 51, 476000), 0)",-1
471fb178-e575-4133-bca6-1962c2d507ff,Task80,,execute,80.xlsx,feb2a26228d0ea840e8873f2cd05a1ee,original,"('tetrahedral_number', 'tetrahedral_number', 0)",1,3,op,tetrahedral_num,tetrahedral_number,function,"(datetime.datetime(2024, 9, 13, 12, 28, 30, 777000), 0)",144
2056384a-e637-4681-b760-dda612a9a0cd,Task74,,execute,74.xlsx,oracle,oracle,oracle,0,6,oracle,False,False,<class 'bool'>,"(datetime.datetime(2024, 9, 13, 12, 28, 7, 317000), 0)",-1
2936d273-898c-4b6d-9360-04650af560c9,Task8,,execute,8.xlsx,oracle,oracle,oracle,0,6,oracle,"[100, 400, 900]","[100, 400, 900]",<class 'list'>,"(datetime.datetime(2024, 9, 13, 12, 25, 47, 586000), 0)",-1
8b9c0a70-a6fd-44c5-bcc7-773370724119,Task62,,execute,62.xlsx,0eb54d59cccf5daea0e34df30db2ff74,original,"('smallest_num', 'smallest_num', 0)",-1,2,metrics_all_branches_in_function,0,0,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 5, 365000), 0)",-1
25fd18e8-80c0-4408-bba2-3578181c0360,Task58,,execute,58.xlsx,45899003e6e468b51c733eb7daaa1eaf,original,"('opposite_Signs', 'opposite_Signs', 0)",-1,1,metrics_all_lines_in_file,2360,2360,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 49, 691000), 0)",-1
77a9f0f0-ed69-4652-8d41-b1eb0378da51,Task64,,execute,64.xlsx,None,original,"('create', 'createPythonObject', 0)",0,20,value,"[('Biology', 45","[('Biology', 45), ('Physics', 96), ('Chemistry', 97)]",<class 'list'>,"(datetime.datetime(2024, 9, 13, 12, 27, 16, 600000), 0)",-1
d44c2942-79f9-4494-9610-62d081360c0e,Task6,,execute,6.xlsx,3657a3483edda41e0c8651e6b8ce4533,original,"('differ_At_One_Bit_Pos', 'differ_At_One_Bit_Pos', 0)",-1,1,metrics_execution_time,139,139,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 43, 124000), 0)",-1
dbdd4757-7960-4c8f-bebb-c812ebed0e21,Task79,,execute,79.xlsx,8548bbb31f27cc8699a48c77efef0415,original,"('word_len', 'word_len', 0)",1,2,op,word_len,word_len,function,"(datetime.datetime(2024, 9, 13, 12, 28, 24, 88000), 0)",142
77a9f0f0-ed69-4652-8d41-b1eb0378da51,Task64,,execute,64.xlsx,bca1fc35d418ea7f57810759e490efc8,original,"('subject_marks', 'subject_marks', 0)",-1,7,metrics_all_lines_in_file,2360,2360,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 16, 595000), 0)",-1
77a9f0f0-ed69-4652-8d41-b1eb0378da51,Task64,,execute,64.xlsx,None,original,"('create', 'createPythonObject', 0)",0,3,value,"('Maths', 97)","('Maths', 97)",<class 'tuple'>,"(datetime.datetime(2024, 9, 13, 12, 27, 16, 593000), 0)",-1
f121fd99-4422-4ba6-8004-725ceecfb190,Task9,,execute,9.xlsx,4211222121a7d7097e2db683a19f7ce6,original,"('find_Rotations', 'find_Rotations', 0)",-1,2,metrics_all_lines_in_function,7,7,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 51, 477000), 0)",-1
b8903a65-2825-486f-a310-622b0f61f31e,Task65,,execute,65.xlsx,oracle,oracle,oracle,0,8,oracle,106,106,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 22, 668000), 0)",-1
8e4852e7-e6f1-484f-8f65-58c9009fc640,Task4,,execute,4.xlsx,None,original,"('create', 'createPythonObject', 0)",11,1,input_value,58,58,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 35, 224000), 0)",-1
070b0f41-8841-463c-9208-354a352ad939,Task70,,execute,70.xlsx,None,original,"('create', 'createPythonObject', 0)",4,2,input_value,55,55,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 50, 736000), 0)",-1
2056384a-e637-4681-b760-dda612a9a0cd,Task74,,execute,74.xlsx,c2c26f364a152e5f2b73f1851a6e7048,original,"('is_samepatterns', 'is_samepatterns', 0)",1,3,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 28, 7, 315000), 0)",-1
fa010557-9131-46bd-9e42-5ef4b458cb65,Task56,,execute,56.xlsx,oracle,oracle,oracle,0,2,oracle,False,False,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 26, 36, 435000), 0)",-1
b8903a65-2825-486f-a310-622b0f61f31e,Task65,,execute,65.xlsx,ed77ddf0ce720da74d31b932e9d634b0,original,"('recursive_list_sum', 'recursive_list_sum', 0)",-1,8,metrics_all_lines_in_function,6,6,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 22, 668000), 0)",-1
5148f65f-17cd-4e16-a135-436f8e0f8bd9,Task69,,execute,69.xlsx,None,original,"('create', 'createPythonObject', 0)",3,5,input_value,4,4,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 45, 825000), 0)",-1
f0338883-816d-4e31-bb40-ba498f1f5652,Task71,,execute,71.xlsx,None,original,"('create', 'createPythonObject', 0)",0,7,value,"[13, 15, 47, 99","[13, 15, 47, 99]",<class 'list'>,"(datetime.datetime(2024, 9, 13, 12, 27, 57, 341000), 0)",-1
5148f65f-17cd-4e16-a135-436f8e0f8bd9,Task69,,execute,69.xlsx,7f1fe83226516d017fe927a3135126d2,original,"('is_sublist', 'is_sublist', 0)",4,9,input_value,"[1, 6]","[1, 6]",<class 'list'>,"(datetime.datetime(2024, 9, 13, 12, 27, 45, 828000), 0)",-1
05d67350-cc45-41fa-aec1-6216b02e55a7,Task75,,execute,75.xlsx,None,original,"('create', 'createPythonObject', 0)",1,4,op,create,create,function,"(datetime.datetime(2024, 9, 13, 12, 28, 13, 884000), 0)",-1
05d67350-cc45-41fa-aec1-6216b02e55a7,Task75,,execute,75.xlsx,None,original,"('create', 'createPythonObject', 0)",5,3,input_value,21,21,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 13, 884000), 0)",-1
05d67350-cc45-41fa-aec1-6216b02e55a7,Task75,,execute,75.xlsx,oracle,oracle,oracle,0,12,oracle,"(5, 25, 30)","(5, 25, 30)",<class 'tuple'>,"(datetime.datetime(2024, 9, 13, 12, 28, 13, 888000), 0)",-1
f0338883-816d-4e31-bb40-ba498f1f5652,Task71,,execute,71.xlsx,fe17575eca8861c3566058c9cb9a1744,original,"('comb_sort', 'comb_sort', 0)",-1,3,metrics_covered_branches_in_function,6,6,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 57, 339000), 0)",-1
2936d273-898c-4b6d-9360-04650af560c9,Task8,,execute,8.xlsx,562286dcbbd409d0318a556a81e60e7e,original,"('square_nums', 'square_nums', 0)",3,9,input_value,"[12, 15]","[12, 15]",<class 'list'>,"(datetime.datetime(2024, 9, 13, 12, 25, 47, 587000), 0)",-1
f625b357-4496-4291-a02e-90646c25bdce,Task19,,execute,19.xlsx,0483f0d27bafbb37c3b0dde8ece47fc2,original,"('test_duplicate', 'test_duplicate', 0)",-1,4,metrics_covered_branches_in_function,0,0,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 24, 241000), 0)",-1
2936d273-898c-4b6d-9360-04650af560c9,Task8,,execute,8.xlsx,562286dcbbd409d0318a556a81e60e7e,original,"('square_nums', 'square_nums', 0)",0,3,value,"[1, 4, 9, 16, 2","[1, 4, 9, 16, 25, 36, 49, 64, 81, 100]",<class 'list'>,"(datetime.datetime(2024, 9, 13, 12, 25, 47, 585000), 0)",161
8e4852e7-e6f1-484f-8f65-58c9009fc640,Task4,,execute,4.xlsx,3d848f4d11abcd6ce3a989b52fb75da9,original,"('heap_queue_largest', 'heap_queue_largest', 0)",3,3,input_value,"[25, 35, 22, 85","[25, 35, 22, 85, 14, 65, 75, 22, 58]",<class 'list'>,"(datetime.datetime(2024, 9, 13, 12, 25, 35, 224000), 0)",-1
25fd18e8-80c0-4408-bba2-3578181c0360,Task58,,execute,58.xlsx,45899003e6e468b51c733eb7daaa1eaf,original,"('opposite_Signs', 'opposite_Signs', 0)",-1,1,metrics_execution_time,146,146,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 49, 691000), 0)",-1
070b0f41-8841-463c-9208-354a352ad939,Task70,,execute,70.xlsx,None,original,"('create', 'createPythonObject', 0)",1,7,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 27, 50, 739000), 0)",-1
5148f65f-17cd-4e16-a135-436f8e0f8bd9,Task69,,execute,69.xlsx,7f1fe83226516d017fe927a3135126d2,original,"('is_sublist', 'is_sublist', 0)",0,9,value,False,False,<class 'bool'>,"(datetime.datetime(2024, 9, 13, 12, 27, 45, 827000), 0)",148
bb94fa25-9bfd-41e0-9fac-b50f11a53c50,Task2,,execute,2.xlsx,None,original,"('create', 'createPythonObject', 0)",3,2,input_value,5,5,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 25, 24, 692000), 0)",-1
471fb178-e575-4133-bca6-1962c2d507ff,Task80,,execute,80.xlsx,feb2a26228d0ea840e8873f2cd05a1ee,original,"('tetrahedral_number', 'tetrahedral_number', 0)",1,1,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 28, 30, 775000), 0)",-1
2936d273-898c-4b6d-9360-04650af560c9,Task8,,execute,8.xlsx,None,original,"('create', 'createPythonObject', 0)",1,2,op,create,create,function,"(datetime.datetime(2024, 9, 13, 12, 25, 47, 584000), 0)",-1
070b0f41-8841-463c-9208-354a352ad939,Task70,,execute,70.xlsx,e36effc2bd77fe51d13d60fac43ead68,original,"('get_equal', 'get_equal', 0)",-1,4,metrics_all_branches_in_file,1153,1153,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 50, 738000), 0)",-1
2936d273-898c-4b6d-9360-04650af560c9,Task8,,execute,8.xlsx,562286dcbbd409d0318a556a81e60e7e,original,"('square_nums', 'square_nums', 0)",-1,3,metrics_covered_branches_in_function,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 47, 585000), 0)",-1
f625b357-4496-4291-a02e-90646c25bdce,Task19,,execute,19.xlsx,None,original,"('create', 'createPythonObject', 0)",2,5,input_value,python.List,python.List,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 26, 24, 241000), 0)",-1
070b0f41-8841-463c-9208-354a352ad939,Task70,,execute,70.xlsx,None,original,"('create', 'createPythonObject', 0)",3,7,input_value,"(1, 2, 3)","(1, 2, 3)",<class 'tuple'>,"(datetime.datetime(2024, 9, 13, 12, 27, 50, 739000), 0)",-1
